"Demographic data (total population, age groups and race/ethnicity) by census tract were extracted from the 2019 American Community Survey.",,,,,,,,,,,,,,
Census Tract,CES 4.0 Score,CES 4.0 Percentile,CES 4.0 Percentile Range,California County,Total Population,Children < 10 years (%),Pop 10-64 years (%),Elderly > 64 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other/Multiple (%)
6073014500,34.43,66.58,65-70%,San Diego,3880,19.97,68.99,11.03,39.43,35.93,14.18,0,6.52,3.94
6073014601,20.88,39.78,35-40%,San Diego,4854,11,71.2,17.8,25.34,56.63,7.38,0,7.13,3.52
6073014602,18.26,33.40,30-35%,San Diego,5445,15,70.65,14.34,21.87,43.12,17.1,0,13.83,4.08
6073014700,14.41,24.04,20-25%,San Diego,8008,10.89,76.74,12.38,24.25,59.27,4.6,0.12,6.33,5.43
6073014803,23.25,45.01,45-50%,San Diego,4818,8.18,74.76,17.06,20.36,60.65,4.21,0,13.11,1.66
6073014804,11.71,17.10,15-20%,San Diego,4112,14.47,62.45,23.08,25.49,63.35,5.4,0,4.45,1.31
6073014805,18.35,33.59,30-35%,San Diego,4358,12.35,74.69,12.96,14.64,61.36,6.24,0,10.56,7.21
6073014806,31.90,62.24,60-65%,San Diego,2778,12.56,77.43,10.01,39.81,41.22,5.94,0,6.48,6.55
6073014901,23.69,45.89,45-50%,San Diego,4086,10.21,74.89,14.9,20.95,62.48,7.05,0.39,1.32,7.81
6073014902,23.46,45.50,45-50%,San Diego,3176,9.54,79.35,11.11,24.15,61.52,2.33,0,2.93,9.07
6073015000,25.52,49.91,45-50%,San Diego,7367,15.22,73.2,11.58,23.8,51.85,9.56,0.24,10.82,3.73
6073015100,12.85,20.07,20-25%,San Diego,4916,12.59,73.47,13.93,19.57,65.74,7.22,0.28,5.22,1.95
6073015200,17.45,31.39,30-35%,San Diego,3773,7.66,67.37,24.97,22.21,68.91,5.62,0,0.77,2.49
6073015301,30.92,60.48,60-65%,San Diego,3560,16.6,77.33,6.07,18.09,65.22,0.98,0,2.07,13.62
6073015302,13.33,21.31,20-25%,San Diego,4477,12.82,63.64,23.54,14.25,74,2.23,0,7.13,2.39
6073015403,15.71,27.13,25-30%,San Diego,2619,11.26,66.36,22.37,5.69,85.26,0.61,0.34,4.09,4.01
6073015404,21.58,41.26,40-45%,San Diego,7831,14.2,70.86,14.94,19.26,69.94,4.12,0,2.96,3.72
6073015405,6.29,5.32,5-10%,San Diego,5569,8.33,73.71,17.96,20.47,75.2,0.2,0,1.98,2.15
6073015406,6.01,4.64,1-5% (lowest scores),San Diego,2468,8.51,68.76,22.73,17.63,78.89,0.16,0.65,0.41,2.27
6073015501,12.03,18.07,15-20%,San Diego,5180,9.9,74.07,16.02,23.71,72.03,0.39,1.7,0.29,1.89
6073015502,5.27,3.52,1-5% (lowest scores),San Diego,2889,14.26,67.53,18.21,7.96,84.67,0,3.67,1.39,2.32
6073015601,18.04,32.79,30-35%,San Diego,6043,13.77,74.22,12.01,27.6,61.49,1.32,0,1.64,7.94
6073015602,12.40,19.00,15-20%,San Diego,2432,9.87,69.98,20.15,20.19,73.56,0.95,0.16,1.44,3.7
6073015701,28.03,55.06,55-60%,San Diego,5966,17.75,72.16,10.09,41.2,39.61,8.3,0,5.15,5.75
6073015703,32.10,62.58,60-65%,San Diego,7146,17.67,71.3,11.03,23.08,60.97,7.18,0.14,2.17,6.47
6073015704,25.07,48.87,45-50%,San Diego,3936,18.14,69.77,12.09,34.98,50.15,11.13,0,1.19,2.54
6073015801,35.24,67.94,65-70%,San Diego,3544,16.93,73.5,9.57,33.66,48.34,11.51,0,3.41,3.08
6073015802,36.34,69.63,65-70%,San Diego,4877,12.69,70.41,16.9,35.06,49.58,7.5,0.18,3.31,4.37
6073015901,46.67,84.03,80-85%,San Diego,4037,17.79,79.29,2.92,45.03,41.44,5.5,0,4.41,3.62
6073015902,42.53,78.69,75-80%,San Diego,5178,19.18,72.21,8.61,27.91,60.31,6.12,0.25,2.92,2.49
6073016000,34.79,67.23,65-70%,San Diego,2265,10.99,75.85,13.16,30.82,56.73,3.8,0.22,4.77,3.66
6073016100,24.25,47.29,45-50%,San Diego,6322,12.67,70.04,17.29,22.92,66.18,1.79,0.19,5.03,3.89
6073016201,24.21,47.20,45-50%,San Diego,5382,10.24,69.29,20.48,17.5,73.13,2.38,0,4,2.99
6073016202,48.46,86.09,85-90%,San Diego,3868,16.65,78.46,4.89,19.52,55.46,13.42,0.21,7.57,3.83
6073016301,36.52,69.91,65-70%,San Diego,5338,19.2,74.67,6.13,25.59,50.21,13.62,0.49,3.26,6.84
6073016302,34.71,67.10,65-70%,San Diego,5865,15.72,75,9.28,32.02,51.65,3.53,0.12,6.34,6.34
6073016401,22.45,43.17,40-45%,San Diego,5340,11.09,71.35,17.57,27.45,62.23,1.67,0.28,3.15,5.22
6073016402,28.73,56.38,55-60%,San Diego,8404,10.74,74.51,14.74,31.45,61.78,2.97,0.1,1.74,1.96
6073016502,33.02,64.09,60-65%,San Diego,7635,10.43,79.04,10.53,24.56,63.16,4.74,0,5.02,2.53
6073016503,21.86,41.92,40-45%,San Diego,3481,21.09,68.63,10.28,28.07,53.81,7.01,0.43,7.64,3.05
6073016504,43.22,79.83,75-80%,San Diego,6856,11.6,80.64,7.76,31.27,45.77,8.77,1.76,6.45,5.98
6073016605,9.90,12.68,10-15%,San Diego,7830,13.83,65.81,20.36,15.86,73.42,1.61,0.68,5.68,2.75
6073016606,10.71,14.70,10-15%,San Diego,3575,14.24,73.06,12.7,21.29,69.06,0.64,0.34,3.33,5.34
6073016607,13.40,21.47,20-25%,San Diego,7432,15.31,70.8,13.89,19.5,69.87,2.38,0,5.14,3.11
6073016608,13.20,20.88,20-25%,San Diego,2737,12.5,73.33,14.18,12.39,73.11,8.07,0.22,0.84,5.37
6073016609,5.66,4.05,1-5% (lowest scores),San Diego,5467,14.96,75.31,9.73,18.36,71.76,0.07,0.49,5.6,3.71
6073016610,10.01,12.95,10-15%,San Diego,4082,12.76,78.74,8.5,16.68,70.97,1.32,0,3.45,7.57
6073016612,6.68,6.08,5-10%,San Diego,5936,14.3,70.57,15.13,15.7,71.9,1.43,1.36,4.9,4.7
6073016613,9.37,11.32,10-15%,San Diego,1881,7.87,78.95,13.18,15.26,72.99,1.28,0,8.19,2.29
6073016614,11.46,16.52,15-20%,San Diego,3987,16.2,75.92,7.88,17.88,70.73,0.58,0,3.89,6.92
6073016615,11.98,17.90,15-20%,San Diego,4488,10.25,80.86,8.89,21.84,63.17,3.61,0.53,6.28,4.57
6073016616,18.06,32.85,30-35%,San Diego,4441,14.46,72.75,12.79,20.36,68.86,2.32,0,3.56,4.91
6073016617,28.73,56.37,55-60%,San Diego,3453,11.32,66.38,22.3,19.66,67.83,2.87,0.93,2.55,6.17
6073016701,17.41,31.30,30-35%,San Diego,9508,9.62,76.34,14.04,12.83,68.13,3.4,1.49,10.48,3.67
6073016702,26.63,52.27,50-55%,San Diego,8517,12.81,67.48,19.71,21.36,69.36,2.29,1.02,1.97,4
6073016802,13.75,22.34,20-25%,San Diego,7213,7.39,66.66,25.95,9,85.12,0.33,0,1.27,4.28
6073016804,28.30,55.47,55-60%,San Diego,7501,13.12,79.7,7.19,19.24,70.95,1.07,4.16,2.61,1.97
6073016806,11.00,15.46,15-20%,San Diego,4856,10.5,74.88,14.62,31.78,59.76,0.66,0,5.62,2.18
6073016807,14.79,25.01,25-30%,San Diego,7615,10.91,74.69,14.39,18.8,69.73,0.2,0.75,3.3,7.22
6073016809,15.82,27.40,25-30%,San Diego,5625,14.54,71.24,14.22,20.2,71.32,1.6,0,3.38,3.5
6073016810,13.23,20.98,20-25%,San Diego,3022,11.18,73.79,15.02,12.71,80.48,0,0,2.85,3.97
6073016811,10.67,14.57,10-15%,San Diego,4818,9.88,72.52,17.6,19.36,66.36,5.23,0,7.3,1.74
6073016901,20.15,37.85,35-40%,San Diego,7427,16.74,67.16,16.1,13.5,72.55,5.09,0.58,3.41,4.87
6073016902,16.66,29.54,25-30%,San Diego,2841,12.11,73.92,13.97,16.23,63.71,1.51,13.83,1.2,3.52
6073017006,5.47,3.81,1-5% (lowest scores),San Diego,2957,13.63,62.94,23.44,4.13,79.37,2.98,0,9.37,4.16
6073017009,13.40,21.48,20-25%,San Diego,4857,15.87,69.9,14.23,28.62,56.31,1.46,0,10.09,3.52
6073017010,5.44,3.73,1-5% (lowest scores),San Diego,3275,13.71,72.82,13.47,12.49,65.13,1.53,0.37,13.22,7.27
6073017014,6.53,5.81,5-10%,San Diego,2553,0,25.93,74.07,8.42,83.82,1.21,0,5.8,0.74
6073017015,12.01,17.97,15-20%,San Diego,7756,12.21,70.29,17.5,16.5,58.91,2.53,0,16.4,5.66
6073017018,15.37,26.40,25-30%,San Diego,4087,9.98,76.02,14,16.71,35.82,3.82,0,34.16,9.49
6073017019,9.00,10.63,10-15%,San Diego,6673,4.14,49.71,46.16,10.13,78.53,2.14,0,7.3,1.9
6073017020,5.71,4.10,1-5% (lowest scores),San Diego,3675,8.03,70.29,21.69,9.22,77.8,0,0,8.49,4.49
6073017021,3.07,0.71,1-5% (lowest scores),San Diego,3368,7.69,70.22,22.09,8.02,81.5,0.77,0,3.8,5.91
6073017022,7.62,7.93,5-10%,San Diego,5469,12.49,68.51,19,8.74,68.57,2.51,0,15.41,4.77
6073017029,7.55,7.79,5-10%,San Diego,8548,7.44,75.12,17.44,8.21,71.84,0,0.74,15.36,3.85
6073017030,14.48,24.29,20-25%,San Diego,25348,21.41,67.48,11.11,6.24,50.45,1.97,0.48,36.13,4.73
6073017031,8.58,9.80,5-10%,San Diego,4170,16.91,74.24,8.85,19.45,55.28,0.02,0,20.31,4.94
6073017032,10.41,13.86,10-15%,San Diego,15361,14.48,76.41,9.1,8.76,42.2,1.35,0,38.77,8.93
6073017033,4.44,2.14,1-5% (lowest scores),San Diego,4936,12.09,74.9,13.01,10.39,53.97,1.32,0,31.38,2.94
6073017034,8.01,8.55,5-10%,San Diego,5054,16.62,72.85,10.53,17,53.76,2.33,0.42,21.45,5.05
6073017035,13.84,22.55,20-25%,San Diego,3505,10.9,74.55,14.55,10.7,44.91,7.42,0,28.13,8.84
6073017036,7.10,6.95,5-10%,San Diego,3606,16.47,71.16,12.37,11.67,50.78,4.91,0,22.74,9.9
6073017037,13.85,22.66,20-25%,San Diego,5575,13.09,73.38,13.52,21.47,48.3,2.04,0,26.41,1.78
6073017039,10.49,14.07,10-15%,San Diego,7364,13.65,72.35,14,9.74,54.29,1.28,0.2,30.93,3.56
6073017040,10.74,14.79,10-15%,San Diego,4488,10.87,71.26,17.87,14.75,57.42,2.27,0,19.12,6.44
6073017041,15.37,26.37,25-30%,San Diego,5923,13.62,72.8,13.57,13.84,67.92,3.73,0,10.96,3.55
6073017042,10.30,13.72,10-15%,San Diego,8163,15.12,77.96,6.92,9.09,48.33,1.94,0,34.69,5.95
6073017043,14.74,24.87,20-25%,San Diego,6780,14.94,79.38,5.68,18.47,38.63,1.98,0.28,35.26,5.38
6073017044,4.21,1.92,1-5% (lowest scores),San Diego,5826,16.34,75.42,8.24,8.24,50.57,2.85,0,33.5,4.84
6073017045,8.24,9.04,5-10%,San Diego,2686,10.72,74.24,15.04,8.12,49.07,1.04,0,35.15,6.63
6073017046,8.34,9.19,5-10%,San Diego,4037,11.22,69.14,19.64,7.73,60.19,0.99,0.15,25.27,5.67
6073017047,4.14,1.74,1-5% (lowest scores),San Diego,3971,13.67,70.11,16.22,13.83,66.18,0.65,0,14.08,5.26
6073017048,20.74,39.37,35-40%,San Diego,6758,14.1,75.97,9.93,33.46,47.01,0.27,0.22,15.11,3.94
6073017049,21.19,40.39,40-45%,San Diego,3364,15.67,73.63,10.7,24.82,59.01,1.49,0,10.82,3.86
6073017050,12.99,20.50,20-25%,San Diego,3104,12.44,66.78,20.78,16.53,58.6,1.51,0,19.72,3.64
6073017051,5.27,3.49,1-5% (lowest scores),San Diego,5188,12.45,65.03,22.51,11.08,56.17,6.67,0,17.45,8.64
6073017052,6.02,4.72,1-5% (lowest scores),San Diego,5277,13.53,72.41,14.06,12.45,49.82,0,0.4,29.43,7.9
6073017053,8.68,9.90,5-10%,San Diego,3305,8.05,71.62,20.33,8.96,77.22,0.09,0,5.99,7.75
6073017054,4.07,1.65,1-5% (lowest scores),San Diego,5731,11.57,64.23,24.2,14.12,73.44,1.43,0.16,6.46,4.4
6073017055,3.56,1.08,1-5% (lowest scores),San Diego,5453,12.21,75.94,11.85,5.28,48.27,1.3,0,42.49,2.66
6073017056,5.82,4.35,1-5% (lowest scores),San Diego,4486,12.44,77.66,9.9,18.72,47.68,2.59,0.09,28.71,2.21
6073017104,6.00,4.63,1-5% (lowest scores),San Diego,3906,13.8,67.43,18.77,12.93,79.47,0,0,2.79,4.81
6073017106,6.40,5.53,5-10%,San Diego,4538,6.41,63.79,29.79,10.67,84.6,0,0,2.75,1.98
6073017107,4.46,2.22,1-5% (lowest scores),San Diego,2874,13.47,69.87,16.67,8.07,78.43,0.1,0,9.95,3.44
6073017108,8.25,9.05,5-10%,San Diego,4859,13.48,69.54,16.98,10.66,79.05,1.03,0,4.8,4.47
6073017109,8.29,9.15,5-10%,San Diego,7115,13.44,75.69,10.88,5.73,82.21,0.15,0,9.17,2.73
6073017110,9.51,11.74,10-15%,San Diego,11906,13.04,73.56,13.41,17.85,66.66,1.8,1.85,7.99,3.86
6073017200,5.05,3.11,1-5% (lowest scores),San Diego,4301,4.49,68.01,27.51,10.81,82.54,1.23,0,1.67,3.74
6073017303,4.45,2.19,1-5% (lowest scores),San Diego,2932,10.91,68.52,20.57,10.85,80.25,1.57,0,4.26,3.07
6073017304,10.71,14.69,10-15%,San Diego,5982,11.52,70.49,17.99,24.26,68.39,0.37,0.27,4.26,2.46
6073017305,3.99,1.53,1-5% (lowest scores),San Diego,3250,8.28,61.97,29.75,4.46,86.43,0.86,0,5.69,2.55
6073017306,2.89,0.61,1-5% (lowest scores),San Diego,2439,5.86,64.17,29.97,7.71,83.39,0,0,6.68,2.21
6073017401,10.10,13.16,10-15%,San Diego,5686,6.21,72.83,20.96,10.27,84.58,0,0,2.22,2.94
6073017403,6.18,5.03,5-10%,San Diego,5345,9.07,67.69,23.24,11.3,81.65,0,0.47,3.76,2.83
6073017404,12.00,17.95,15-20%,San Diego,7099,11.34,64.84,23.82,13.75,80.03,1.27,0,3.21,1.75
6073017501,10.03,13.04,10-15%,San Diego,2898,5.35,75.05,19.6,15.32,76.85,0.31,0.31,3,4.21
6073017502,15.99,27.79,25-30%,San Diego,3713,11.07,76.46,12.47,27.31,63.53,1.83,0.32,3.99,3.02
6073017601,4.02,1.55,1-5% (lowest scores),San Diego,5584,7.38,54.46,38.16,4.73,85.3,0.2,0.79,6,2.99
6073017603,15.25,26.13,25-30%,San Diego,2573,11.27,72.68,16.05,31.13,65.45,0.31,0.51,2.18,0.43
6073017604,13.02,20.56,20-25%,San Diego,7441,12.96,62.89,24.15,17.32,73.12,2.18,0,5.13,2.24
6073017701,13.46,21.58,20-25%,San Diego,5141,12.41,76.97,10.62,13.89,76.79,0.64,0.31,3.58,4.79
6073017702,7.57,7.83,5-10%,San Diego,3627,11.47,75.3,13.23,14.23,82.3,0,0,2.54,0.94
6073017801,11.05,15.58,15-20%,San Diego,6842,7.5,77.29,15.21,18.21,66.12,0,0.29,8.18,7.19
6073017808,5.31,3.57,1-5% (lowest scores),San Diego,6482,9.64,65,25.36,7.68,78.25,0,0,12.15,1.91
6073017809,7.08,6.88,5-10%,San Diego,2214,10.34,71.05,18.61,12.06,80.08,0.09,1.04,2.98,3.75
6073017810,5.46,3.77,1-5% (lowest scores),San Diego,4578,9.44,67.34,23.22,6.73,85.36,1.4,0,4.15,2.36
6073017811,4.23,1.97,1-5% (lowest scores),San Diego,6665,15.33,70.59,14.07,11.84,74.01,0.33,0,10.11,3.71
6073017813,9.62,12.01,10-15%,San Diego,4018,9.21,65.48,25.31,7.32,83.95,0,0,6.07,2.66
6073017900,16.73,29.73,25-30%,San Diego,7099,8.37,77.69,13.95,35.98,57.08,0.83,0,2.32,3.79
6073018000,9.84,12.51,10-15%,San Diego,3258,9.82,67.86,22.31,10.16,86.59,0.49,0.31,1.75,0.71
6073018100,17.56,31.72,30-35%,San Diego,6114,9.52,76.76,13.72,26.05,65.69,0.31,2.88,2.74,2.34
6073018200,37.31,71.09,70-75%,San Diego,6754,15.38,75.66,8.96,53.38,35.59,2.49,1.29,0.95,6.31
6073018300,13.06,20.70,20-25%,San Diego,2119,4.67,72.72,22.61,14.77,76.26,2.88,0,3.26,2.83
6073018400,26.05,51.03,50-55%,San Diego,3399,11.15,69.14,19.71,41.34,47.25,2.44,0,4.18,4.8
6073018504,18.19,33.21,30-35%,San Diego,6595,12.39,72.46,15.15,19,71.01,1.23,0,4.05,4.72
6073018507,16.90,30.22,30-35%,San Diego,10139,13.17,75.85,10.99,43.69,36.74,6.77,0,9.38,3.42
6073018509,32.63,63.49,60-65%,San Diego,5454,14.48,76.44,9.08,65.31,18.3,8.29,0,5.13,2.97
6073018510,14.90,25.30,25-30%,San Diego,2816,11.86,74.93,13.21,45.63,43.15,4.47,0.21,4.62,1.92
6073018511,19.88,37.23,35-40%,San Diego,5502,13.99,75.68,10.32,41.53,39.08,3.83,0,8.22,7.34
6073018512,12.28,18.68,15-20%,San Diego,3960,6.64,46.82,46.54,24.77,63.51,6.79,0,2.8,2.12
6073018513,12.47,19.15,15-20%,San Diego,9921,13.76,73.05,13.19,28.7,49.17,4.96,1,10.2,5.98
6073018514,13.85,22.64,20-25%,San Diego,8953,7.1,76.72,16.17,26.33,50.08,11.64,0,9.37,2.58
6073018515,17.30,31.06,30-35%,San Diego,4767,9.25,69.71,21.04,16.45,68.18,3.69,0.61,6.52,4.55
6073018516,19.72,36.76,35-40%,San Diego,3899,13.31,73.12,13.57,38.04,42.16,1.95,0,12.36,5.49
6073018517,24.08,46.91,45-50%,San Diego,4704,8.33,74.21,17.45,28.42,58.57,1.4,3.78,6.31,1.51
6073018518,22.40,43.02,40-45%,San Diego,3764,13.26,77.39,9.35,67.14,24.63,1.51,0,3.93,2.79
6073018519,21.50,41.12,40-45%,San Diego,5546,13.47,75.35,11.18,63.85,22.16,4.89,1.15,3.12,4.83
6073018601,23.35,45.30,45-50%,San Diego,5491,12.37,76.82,10.82,27.75,51.58,3.9,0.16,10.33,6.28
6073018603,37.65,71.57,70-75%,San Diego,6747,19.24,70.59,10.17,64.84,18.25,6.3,0,8.71,1.9
6073018608,10.20,13.41,10-15%,San Diego,2812,14.37,66.68,18.95,21.27,50.11,5.01,0,17.28,6.33
6073018609,12.67,19.58,15-20%,San Diego,6437,11.11,79.54,9.35,57.09,27.34,3.43,0,8.33,3.81
6073018610,18.16,33.07,30-35%,San Diego,7801,14.04,74.66,11.31,58.35,22.95,7,0.1,10.06,1.54
6073018611,16.65,29.49,25-30%,San Diego,10106,16.1,71.22,12.69,28.85,48.04,3.99,0.17,15.57,3.38
6073018612,16.84,30.06,30-35%,San Diego,4092,13.71,73.02,13.27,34.8,57.16,3.03,0.51,3.45,1.05
6073018613,16.48,29.05,25-30%,San Diego,4073,14.09,76.01,9.89,30.71,42.7,7.44,0,13.11,6.04
6073018614,17.26,30.98,30-35%,San Diego,5700,10.51,64.61,24.88,35.16,39.91,6.65,0.4,7.44,10.44
6073018700,24.94,48.60,45-50%,San Diego,38754,19.43,80.35,0.23,28.57,57.66,8.67,1.19,2.28,1.63
6073018801,13.90,22.76,20-25%,San Diego,3911,6.93,65.07,28,21.53,74.28,1,0.08,0.87,2.25
6073018802,6.48,5.67,5-10%,San Diego,8320,7.14,60.95,31.91,14.39,78.11,1.06,0.43,3.35,2.66
6073018803,13.60,21.97,20-25%,San Diego,4841,9.56,67.4,23.03,26.59,65.11,1.07,0.5,4.4,2.33
6073018903,24.89,48.52,45-50%,San Diego,4905,14.56,72.31,13.13,48.56,44.55,1.55,0.98,2.45,1.92
6073018904,18.69,34.48,30-35%,San Diego,5554,12.8,67.5,19.7,52.52,40.33,1.73,0.72,4.7,0
6073018905,25.22,49.24,45-50%,San Diego,6891,14.28,76.62,9.1,64.11,28.89,2.83,0,2.32,1.84
6073018906,24.85,48.41,45-50%,San Diego,6798,16.5,70.05,13.45,56.19,36.11,4.09,0,2.08,1.52
6073019001,13.49,21.68,20-25%,San Diego,5837,8.03,55.53,36.44,19.84,74.64,0,0,2.71,2.81
6073019002,15.97,27.74,25-30%,San Diego,2175,10.02,73.15,16.83,37.47,54.07,2.11,0.18,5.47,0.69
6073019101,23.89,46.51,45-50%,San Diego,6925,15.16,70.17,14.67,24.3,45.57,2.99,19.32,4.97,2.84
6073019103,4.20,1.88,1-5% (lowest scores),San Diego,5682,13.36,68.9,17.74,25.89,68.09,0.76,0,3.41,1.85
6073019105,11.66,16.94,15-20%,San Diego,5716,7,64.66,28.34,17.84,69.33,0,0.31,8.3,4.22
6073019106,16.78,29.90,25-30%,San Diego,10544,15.2,72.12,12.68,33.95,48.51,0.64,7.94,3.55,5.41
6073019107,9.40,11.41,10-15%,San Diego,2067,14.76,62.36,22.88,26.56,57.72,0.92,9.58,1.31,3.92
6073019203,12.39,18.99,15-20%,San Diego,2826,11.15,71.87,16.99,27.78,61.29,2.48,0,3.43,5.02
6073019205,22.08,42.32,40-45%,San Diego,6273,15.73,71.75,12.51,59.4,30.97,4.46,0,3.71,1.45
6073019206,18.43,33.75,30-35%,San Diego,5909,15.7,74.89,9.41,70.81,21.05,2.66,0,5.48,0
6073019207,22.44,43.13,40-45%,San Diego,9668,12.81,71.75,15.44,45.98,45.79,4.45,0.22,2.77,0.8
6073019208,14.21,23.54,20-25%,San Diego,3369,13.77,64.68,21.55,22.53,70.29,0.03,1.16,2.91,3.09
6073019301,9.41,11.45,10-15%,San Diego,6726,11.51,75.78,12.71,27.42,55.78,2.71,0,8.12,5.98
6073019302,23.87,46.41,45-50%,San Diego,7692,11.13,70.81,18.06,23.22,57.79,4.07,0.68,8.3,5.95
6073019303,17.15,30.66,30-35%,San Diego,7921,13.32,73.56,13.12,39.35,52.22,1.06,0.2,2.63,4.54
6073019403,21.17,40.33,40-45%,San Diego,5270,10.89,80.83,8.27,49.41,34.48,3.89,0,11.35,0.87
6073019404,22.45,43.18,40-45%,San Diego,3409,11.62,77.88,10.5,78.64,15.08,0.06,0.53,5.34,0.35
6073019405,15.55,26.80,25-30%,San Diego,3994,15.77,79.19,5.03,64.02,29.57,2.73,0,1.58,2.1
6073019406,16.51,29.12,25-30%,San Diego,4888,14.77,71.95,13.28,51.98,39.71,2.58,0.33,3.72,1.68
6073019501,21.45,41.04,40-45%,San Diego,4068,21.95,75.57,2.48,83.19,9.37,1.6,0,4.82,1.03
6073019502,24.72,48.18,45-50%,San Diego,5928,20.48,74.76,4.76,87.62,10.39,1.16,0,0.17,0.66
6073019503,18.75,34.64,30-35%,San Diego,5638,15.7,78.68,5.62,56.56,31.25,4.22,0.09,6.46,1.42
6073019601,19.73,36.81,35-40%,San Diego,7468,14.97,76.51,8.52,46.6,45.41,1.87,3.25,1.29,1.58
6073019602,11.84,17.46,15-20%,San Diego,5397,15.45,69.96,14.58,43.08,48.23,4.04,0,2.02,2.63
6073019701,23.90,46.55,45-50%,San Diego,7214,11.08,78.08,10.84,29.08,51.59,5.88,0.3,7.92,5.23
6073019702,18.18,33.17,30-35%,San Diego,5070,12.76,71.48,15.76,27.57,65.86,1.22,0.18,3.12,2.05
6073019803,12.30,18.73,15-20%,San Diego,5115,10.56,76.03,13.41,10.5,71.26,1.82,1.08,10.32,5.02
6073019804,3.96,1.45,1-5% (lowest scores),San Diego,4412,11.92,67.77,20.31,10.79,73.41,0.23,0.2,11.83,3.54
6073019805,21.85,41.84,40-45%,San Diego,4264,14.92,61.19,23.9,42.31,48.05,1.69,0.16,6.14,1.64
6073019806,14.94,25.42,25-30%,San Diego,12647,16.81,69.4,13.79,24.35,59.04,2.17,0,12.52,1.93
6073019808,10.20,13.44,10-15%,San Diego,4354,5.44,42.03,52.53,5.65,83.79,0,0,8.54,2.02
6073019809,8.10,8.77,5-10%,San Diego,3987,5.47,65.06,29.47,12.42,72.41,1.56,0,7.95,5.67
6073019902,17.51,31.53,30-35%,San Diego,4276,14.41,75.26,10.34,42.7,45.23,4.14,0,4.16,3.77
6073019903,10.41,13.84,10-15%,San Diego,5035,17.12,68.92,13.96,35.47,57.3,4.07,0,0.95,2.2
6073019904,12.24,18.56,15-20%,San Diego,6916,9.82,74.77,15.41,21.57,67.57,0,0,7.29,3.57
6073019905,12.33,18.82,15-20%,San Diego,4309,11.07,70.78,18.15,22.95,57.16,5.08,0,8.26,6.54
6073020013,6.71,6.18,5-10%,San Diego,14679,14.17,72.76,13.07,13.24,75.52,0.5,0,6.91,3.83
6073020014,5.84,4.40,1-5% (lowest scores),San Diego,7835,9.41,71.82,18.77,11.68,73.01,1.6,0.28,8.33,5.11
6073020015,7.24,7.21,5-10%,San Diego,5001,11.68,68.07,20.26,6.82,82.56,0.84,0,6.28,3.5
6073020016,5.25,3.45,1-5% (lowest scores),San Diego,9713,15.31,69.6,15.09,9.09,82.05,0.02,0,5.41,3.43
6073020017,22.55,43.41,40-45%,San Diego,3342,11.52,75.73,12.75,46.74,42.49,4.13,0,4.4,2.24
6073020018,30.49,59.62,55-60%,San Diego,8741,17.16,76.27,6.57,74.19,17.78,1.24,0.74,4.05,2
6073020019,12.45,19.09,15-20%,San Diego,7093,10.8,57.18,32.02,33.84,54.81,0.44,0,9.7,1.21
6073020020,12.47,19.18,15-20%,San Diego,7883,18.62,70.38,11,27.58,42.07,3.63,0,22.8,3.93
6073020021,18.18,33.16,30-35%,San Diego,6701,17.16,75.68,7.16,59.98,21.97,0.27,0,14.8,2.98
6073020022,11.86,17.56,15-20%,San Diego,6847,11.89,70.21,17.91,34.61,48.98,2.07,0,11.8,2.53
6073020023,10.94,15.33,15-20%,San Diego,4656,12.09,72.64,15.27,35.98,48.5,2.36,0.43,5.54,7.2
6073020024,10.00,12.91,10-15%,San Diego,4517,7.31,71.53,21.16,39.05,48.02,0.8,1.44,5.85,4.85
6073020025,20.86,39.70,35-40%,San Diego,4771,12.97,71.1,15.93,30.71,51.85,1.11,0,8.82,7.5
6073020026,11.17,15.86,15-20%,San Diego,4461,10.78,66.44,22.78,16.05,64.22,2.4,0,13.14,4.19
6073020027,6.50,5.76,5-10%,San Diego,17461,16.55,68.16,15.29,16.79,62.25,4.73,0.22,10.78,5.23
6073020028,16.52,29.16,25-30%,San Diego,4825,19.88,78.57,1.55,95.63,1.93,0.41,0,1.55,0.48
6073020029,30.00,58.65,55-60%,San Diego,5808,10.04,74.79,15.17,62.72,28.99,2.36,0.24,4.19,1.5
6073020103,14.52,24.38,20-25%,San Diego,10191,11.71,70.62,17.67,24.55,54.22,1.31,0,15.83,4.08
6073020105,14.44,24.13,20-25%,San Diego,4029,10.95,74.61,14.45,44.9,43.51,4.1,0,3.62,3.87
6073020106,8.96,10.56,10-15%,San Diego,3704,5.67,80.53,13.8,48.27,39.61,0.16,0.84,6.34,4.78
6073020107,8.43,9.47,5-10%,San Diego,3923,14.86,74.64,10.5,39.08,45.14,0.66,0,9.12,5.99
6073020108,25.55,50.00,50-55%,San Diego,6524,17.92,72.7,9.38,63.73,24.98,0.61,0,10.25,0.41
6073020109,15.51,26.75,25-30%,San Diego,5405,12.27,78.65,9.08,60.17,25.33,0.56,0,11.4,2.55
6073020202,30.39,59.42,55-60%,San Diego,6789,21.11,73.24,5.66,81.93,10.93,2.81,0.35,3.11,0.87
6073020206,24.24,47.25,45-50%,San Diego,6077,17.54,76.25,6.2,74.54,19.02,1.43,0,4.36,0.64
